sentiment,negative_reason,cleaned_text,political_party,label
negative,segregation,think election used year supply whitewash conceal truth continuing # genocide indigenous people land legalized dispossession land canadian law . # puke # cdnpoli,other,0
positive,,"@ liberal_party trudeau ’ record broken promise , otoole ’ plan looking good . # voteconservative # trudeauworstpmever",conservative,1
positive,,# istandwithtrudeau obama endorses trudeau ahead canadian election,liberal,1
positive,,"obama called trudeau , face tough reelection , “ effective leader ” & “ strong voice ” democracy . # cdnpoli # ⬇︎⬇︎⬇︎ obama back trudeau canadian election",liberal,1
positive,,canadian election tomorrow ’ excited,other,1
negative,calling election early,# nevervoteconservative pandemic canadian need serious help justin trudeau call election . ? ”,conservative,0
negative,others,@ cbcnews hope blow face . swear ’ wake morning wood day election turn nemesis . typical self righteous hypocritical canadian holier though lesson giving .,other,0
positive,,nothing else scare away otoole - ! # voteliberal,liberal,1
positive,,canadian politician squabbling clown election cycle . make everything free via money printing cancel tax . vote . @ justintrudeau @ erinotoole @ thejagmeetsingh whoever else,ndp,1
positive,,fascinating seeing reporting canadian english debate . trudeau seems flat-footed getting attacked every side ; singh 'toole top game # canadianelection,ndp,1
positive,,registered vote next canadian election 😁 cool,other,1
positive,,cracked fresh bottle jimmy beam ..... trudeau .,liberal,1
positive,,@ erinotoole “ …some inside say concern ability perform first election… ” # cdnpoli # # # nevervoteconservative,conservative,1
positive,,anyone else think @ thejagmeetsingh calm adult voice debate far ? # canadianelection # 🇨🇦,ndp,1
positive,,@ winchesterizzy @ without election canadian political party still dithering vaccine passport . jason kenney scott moe finally saw light due vote ..... thats election matter .,conservative,1
negative,covid ,@ gmbutts yet election pandemic gov silence scientist responsible keep canadian informed,other,0
positive,,"@ erinotoole ‘ let ' get work 🇨🇦 # securethefuture ’ 🤦🏻‍♂️ sure , klan . # hypocrite # flipflopotoole # cdnpoli # nevervoteconservative",conservative,1
positive,,reminder canadian already voter card upcoming election make sure read back tell . covid restriction ’ would typically time around .,other,1
positive,,"anyone looking fair balanced canadian election coverage , tune @ petermansbridge bridge canada talk @ siriusxm noon eastern , repeated day",other,1
negative,calling election early,@ @ ctvnews pray minority trudeau explain canadian public spent $ unnecessary election .,liberal,0
positive,,' asked # canadianelection # candidate endorse # plantbasedtreaty elected . ?,other,1
negative,others,"@ erinotoole bunch pretty word otoole , substance ! # voteliberal",liberal,0
positive,,@ @ yeah vote otoole,conservative,1
negative,others,@ @ katiewilkes @ mariefrrenaud yet another reason # nevervoteconservative election . trusted important work keep canadian safe .,conservative,0
negative,others,@ suzdaflooz @ canadian ' think election ' rigged 😄🙃😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄🙃😄😄😄😄🙃🙃😄😄😄😄😄😄😄🙃😄😄😄😄🙃,other,0
negative,calling election early,@ krismeloche ' taking moment remind canadian several conservative provincial government called snap election pandemic . 'toole ' complain .,conservative,0
negative,calling election early,@ @ ellencarmichael ' mistaken second poll showing . trudeau blundered calling election,liberal,0
positive,,@ kkfromab @ bret_sears otoole without doubt,conservative,1
negative,economy,$ million $ million $ million yup - thats cost canadian run election dont enough debt already trudeau po vote eff,liberal,0
positive,,"going selfish greedy worry climate change working class damned . going forward thinking group , ready embrace change work good canadian . election make think",other,1
positive,,niche canadian election humor timeline,other,1
positive,,"canadian election save right-wing movement destroy canada . wake accept fact , ' got problem people america . maxime bernier making people psycho like trump . # voteliberal .",liberal,1
negative,others,"@ @ ohdarkbuffalo @ deereallife agreed , tool/trudeau canada turned police state . maybe change name australia . get elected .",liberal,0
negative,others,justin trudeau honest man ....,liberal,0
positive,,@ otoole win . bernier zero @ chance . wasting vote,ppc,1
positive,,"’ vacation , found election canada office corner brook , nfld . , cast vote . election extremely important canadian . # istandwithtrudeau",liberal,1
negative,calling election early,"justin trudeau `` end pandemic `` canada , breaking rule others following year . together , trudeau ' election campaign important thing country ( eye ) .",liberal,0
positive,,"@ patbruc pat , think extremely important election canadian ' ?",other,1
positive,,"whole minute , climate change important issue canadian election via @ vice",other,1
positive,,"@ voiceoffranky important election lifetime . election soul human being , identity canadian future planet .",other,1
positive,,important election canadian history . # voteppc # votetrudeauout # nevervoteconservative libs con ndp # globalist .,ppc,1
positive,,moderator throw shade trudeau top . burn ! # cdnpoli,liberal,1
positive,,"holy shit , think last federal canadian election ’ gon eligible ! hopefully party vote win🤞",other,1
negative,others,@ judithbares @ l_stone @ melaniejoly @ markhollandlib @ erinotoole like trudeau feminist ? trudeau saying transparent government ever ? budget balance ? wont take away licensed gun owner gun ?,liberal,0
positive,,"once-mighty cdu ' popularity flailing , # merkel finally decides step try salvage party ' floundering campaign - late ? # germany # # cdu",conservative,1
negative,scandal,good lord would lucky enough two bunch selfish ppl may take election . canadian multicultural honest believe constitution .. sad see canada digging dirt like,other,0
positive,,"canadian , upcoming election . guy ' wait . hit advanced voting station work today . # # markedmyx",other,1
negative,others,@ @ nedajolie thread spread throughout medium everywhere . @ cpc_hq dirty scoundrel . truly fear four country win election . canada wake ! # thisisourshot # voteliberal # nevervoteconservative,liberal,0
positive,,"@ mercedesglobal think canadian realize ' vote party leader . vote party & core value . kenney % consistent conservative value , cpc election .",conservative,1
positive,,@ cbcnews conservative . cpc abandoned . ’ trust otoole . vote ppc ever !,ppc,1
negative,calling election early,@ liberal_party . call election hight wave ? want feed ego !,liberal,0
negative,calling election early,"justin trudeau ' $ exercise vanity costing taxpayer . called election poll looking good , terrible time canada . trudeau always focused , canadian #",liberal,0
negative,calling election early,@ cselley classic canadian election . echo chamber medium focus exactly liberal party want . election one wanted .,liberal,0
positive,,"@ acoyne canada , trudeau launched election… literally referendum much canadian willing take . # voteppc #",ppc,1
negative,economy,unnecessary election going cost canadian tax payer around $ billion . trudeau respect hard working canadian . waste money . # cdnpoli,liberal,0
negative,others,@ @ davidakin typing test . election . trust tested . otoole fails .,conservative,0
negative,covid ,"opposition forced election , refusing help pandemic . failed work good canadian . filibuster , delay voting important bill . # liberalmajority # # cdnpoli # nevervoteconservative # cdnmedia better .",conservative,0
positive,,moderator format fantastic . liberal complaining leader tanked ’ losing election . # whitenoise . # cdnpoli #,liberal,1
negative,tell lies,way help trudeau win censor internet . # purplewave & vote # ppc election hurt canada & canadian . # cdnpoli #,ppc,0
negative,calling election early,@ @ @ atrupar would say canadian would disagree calling snap election wave covid taliban takeover occurring show care .,other,0
negative,climate problem,", gawd . 'toole say ' going work quebec promote electric vehicle trudeau want car sale electric . electric car subsidy one expensive least effective way reducing greenhouse gas .",liberal,0
positive,,bought first bag milk since citizenship . make feel canadian voting federal election .,other,1
negative,calling election early,justin trudeau day left salvage political career misreading mood canadian public snap-election call,liberal,0
positive,,trudeau reminds everyone lpc one realistic environmental plan according expert . # debatdeschefs # # cdnpoli,liberal,1
negative,climate problem,"real headline . cbc pushing soft climate change denial , election .",other,0
positive,,went vote canada ’ federal election ! let ’ ! # istandwithtrudeau,liberal,1
positive,,got done voting canadian federal election ! let ' ! ! ! ! ! @ ppc_retweets #,ppc,1
negative,covid ,trudeau ' answer much canada paying per vaccine . shady stuff ..,liberal,0
negative,calling election early,@ justintrudeau ’ “ ” canadian ’ calling snap election middle covid wave . ’ time change leadership,liberal,0
positive,,much otoole get front real player . flipped faster pancake weekend . # voteppc # takeaction_nomorewords # nevervoteconservative # samesuitlesshair # maximebernier # handsoffmyguns,ppc,1
positive,,"statement ahead election day . let federal leader know need national standard ltc , vote change . # # # cdnpoli # ltc",other,1
negative,others,@ glen_mcgregor another day . another lie otoole,conservative,0
negative,others,breaking : trudeau duck question .,liberal,0
positive,,@ @ # nevervoteconservative ever believe ’ canadian woman ’ vote decide election . # liberalmajority # voteliberal,liberal,1
positive,,"university student , watched brian mulroney & john turner toe -- toe election debate & . canadian political giant .",other,1
positive,,# istandwithtrudeau hashtag trudeau liberal canada button via @ zazzle # canadaelection # cdnpoli,liberal,1
positive,,@ suzannealma @ erinotoole votefor erin otoole,conservative,1
positive,,@ citizenonymous one get rid trudeau -elects . let get done ! !,liberal,1
positive,,# debatenight # istandwithtrudeau trudeau right- ’ toole understand federal govt defend health act . 👏🏼,liberal,1
negative,calling election early,canada election deadly pandemic ? 🤣🤣🤣,other,0
positive,,vote ppc ! make trudeau drama teacher ! # canadaelection # ppc # ppccandidate # quebecfederalelection # canadanews # canadanewsmedia # reuters # trudeaumustgo # ppc # cdnpoli # voteppc # istandwithtrudeau,ppc,1
positive,,voting canada ’ federal election advance poll september ! @ justintrudeau @ canadianpm,liberal,1
positive,,drake running prime minister # canadaelection,other,1
negative,calling election early,justin hollow ! rex murphy : ' hollow election without national purpose,liberal,0
positive,,dad ' voting local election canada let ' dad,other,1
positive,,@ proudgrannycdn @ marcmillervm @ ojibray @ ctv @ cbc ’ justin trudeau .,liberal,1
positive,,otoole !,conservative,1
negative,gun control,"conservative # otoole gun , gun , gun . #",conservative,0
positive,,@ broughdexter whether ’ trudeau otoole .. ! vote establishment ! vote change ! # voteppc,ppc,1
positive,,otoole conservative policy ! globalist following policy ! # voteppc end globalism ! wait introduce federal vaccine passport announced,ppc,1
positive,,otoole prme minister !,conservative,1
positive,,@ year otoole beat year trudeau . plain simple .,liberal,1
positive,,@ mferreriptbokaw vote otoole,conservative,1
positive,,otoole want national vaccine passport .,conservative,1
positive,,' get job done ' passing baton otoole finish ! ! # voteppc,ppc,1
positive,,otoole,conservative,1
positive,,let goooo ! ! # debateinquebec # canadianelections # quebecdebat # # # tva,other,1
negative,tell lies,"canadian convicted felon advising think vote election ? way , vote ? ? ?",other,0
positive,,alberta cautionary tale every canadian election ! # # cdnmedia # cdnpoli # nevervoteconservative,conservative,1
negative,calling election early,"@ justintrudeau please ' call $ , , election wave pandemic - unless never cared canadian",liberal,0
negative,others,tweeted earlier today wishing canada ' justin trudeau good luck tomorrow ' election . sad know many canadian troll trumplike . politics really suck .,liberal,0
negative,others,"canadian waiting recovery plan sitting gov year . took unwanted election , clear comprehensive plan @ cpc_hq get work one . @ liberal_party useless ! # voteconservative",conservative,0
negative,others,@ randyhillier canadian conservative ? conservative destroy everything canadian proud canada . election prof ’ canadian ’ conservative .,conservative,0
negative,scandal,"trudeau since fire candidate sexual assault woman nothing , hoping canadian would never find ’ election . avoids answer like always , say respect woman !",liberal,0
negative,calling election early,"time prime minister election canada ? damn , long tenure ? seems like yesterday .",other,0
negative,tell lies,@ canada proud guy jeff still work otoole . covering conservative base . still producing hate & assisting trudeau # hateclub,liberal,0
negative,others,@ priapusiq @ visualcap think trudeau could win election promised lower cell/data cost canada % . ' freaking scandal .,liberal,0
negative,segregation,"@ ajenglish good leader unites country , whereas bad one divide country . # trudeau divided canada # trump divided . ' bird feather .",liberal,0
negative,gun control,@ mercedesglobal otoole still hasnt answered position gun control relationship gun lobby . parler ask proud boy,conservative,0
negative,others,trudeau look like bully right .,liberal,0
negative,economy,"@ @ meangirlgremlin @ bernisforcanada con blocked bill beneficial canadian sake blocking 😡because dislike , ’ election support % # nevervoteconservative",conservative,0
negative,tell lies,@ realjameswoods watch canadian election . trudeau steal election like biden,liberal,0
negative,covid ,funny two month ago @ justintrudeau said alberta great job managing covid condemning @ jkenney effort get vote pandemic election . shameful revisionist politics .,liberal,0
negative,covid ,erin otoole ' even courage face crowd ... could face crisis # cdnpoli # nevervoteconservative,conservative,0
negative,climate problem,point ' card solution tackle # climatecrisis . # otoole . # nevervoteconservative # cdnpoli # # leadersdebate # forwardforeveryone # policy # epicfail,conservative,0
negative,covid ,"hey @ erinotoole like totally whacked ? know election , stop whining . solution , part problem.what done canadian pandemic ? ? tell # nevervoteconservative # istandwithtrudeau",conservative,0
negative,calling election early,@ kittygrimnirs @ justintrudeau sad well called election however fathom going backwards .,liberal,0
negative,others,"'all , ' nervous canada ' federal election ...",other,0
negative,others,singh agrees otoole start telling story ( flashback trump story ... ) start family future unknown .. need act speak ( harking back constant attack trudeau ),ndp,0
negative,others,@ donmartinctv @ globeandmail canada hold huawei ' daughter . also otoole like china . # climatechange # nevervoteconservative,conservative,0
negative,scandal,"trudeau tarnished… longer anew , worn longer welcome .",liberal,0
positive,,# voteppcforfreedoms fiscal responsibility ... something trudeau clue otoole spend .,ppc,1
negative,others,@ @ @ justintrudeau otoole seems hiding studio also # novoteforotoole,liberal,0
positive,,"@ thejagmeetsingh might trying real hard cool , otoole ’ try . ’ leader . ’ canada need right low . # voteconservative # otooleforpm",conservative,1
negative,others,hmm… hate make political “ left conservative long time ago ” every albertan canadian saying election . # # nevervoteconservative,conservative,0
negative,gun control,"@ mercedesglobal reported otoole deal gun lobby . get bottom ? detail deal ? otoole dodged question , like ' hiding something .",conservative,0
negative,others,"@ erinotoole say anything , flip flop even lie think help voting booth- never trust # nevervotecpc # nevervoteconservative # otoolethefool # otoole # cpcnonsense # cdnpoli # # abpoli",conservative,0
negative,others,canadian federal election september pisces full moon neptune foggy mess . trudeau still minority government muzzle .,liberal,0
negative,economy,year . trudeau lot debt,liberal,0
negative,others,# point # canadianelection someone going address shame canadian locked china day . seriously ! ! bad ’ vancouver mansion shopping everyday🤯,other,0
negative,others,otoole flip flopped gun control carbon tax vax passport flip flop next ? shown word worthless unelected think would better elected ? canada deserves better ! # voteppc,ppc,0
negative,economy,otoole respect woman working parent general plan anti-parent pro-wealthy .,conservative,0
negative,others,@ @ justintrudeau respect person would run trudeau .,liberal,0
negative,others,@ gray_mackenzie trudeau never trusted,liberal,0
negative,others,# ppc violent people ' party ? one member . shane marshall throw pebble trudeau ? # 🌐,ppc,0
negative,covid ,@ chrislewisessex canvasser going house house mask pandemic ? ? # covidisairborne # electionscanada # # maskup,other,0
negative,others,trudeau look lost !,liberal,0
negative,tell lies,@ jptasker @ cbcalerts another attempt trap otoole defund cbc !,conservative,0
negative,calling election early,@ kieserbill trudeau concerned canadian ' safety forced unnecessary election pandemic putting canadian risk covid apparently muzzled scientist according report !,liberal,0
negative,economy,# trudeau desperate hold firm seat . $ million cost needle election call . vote . anti-canadian !,liberal,0
negative,calling election early,"standing long line waiting vote completely unnecessary election pandemic ? stand ! let narcissistic , anti feminist know voting liberal . nothing canadian .",liberal,0
positive,,’ voting ppc important trudeau control cpc doug ford vax passport ppc put end madness ! time bring back common sense & personal responsibility !,ppc,1
negative,climate problem,"trudeau talking harper plan 'toole laugh half , adopted harper plan failed meet weak target . 👇🏾 # climatechange # # leadersdebate",liberal,0
negative,others,canadian election debate ... depressing 🙃,other,0
negative,others,# ctv right-wing pro- # conservative propaganda network always `` good news `` coverage # otoole & # conservative & `` bad news `` coverage # trudeau & others .. # # nevervoteconservative,conservative,0
positive,,# otoole ’ campaign manager gun lobbyist ! # nevervoteconservative,conservative,1
negative,others,"trudeau look smug , nervous fidgety every answer .",liberal,0
negative,tell lies,blanchet hypocrite misleading say biden talk trudeau opening border . know -- - ' mexico border . # debate,liberal,0
negative,others,@ suzannealma @ janinehrh @ erinotoole need erin otoole get lost con need another leader actually care right . @ erinotoole longer vote conservative . # ppc,ppc,0
negative,tell lies,@ chadlattanzio yes fanatic zealot social far right religious crusader . quite following otoole put together . ban deodorant people delared conservative yet ?,conservative,0
negative,others,trudeau ’ “ election ” answer still fucking suck . ’ week come one . ’ . # cdnpoli,liberal,0
negative,calling election early,"@ justintrudeau way late , ’ trying band-aid way issue . ’ neglected issue year year ! , mention abandoning canadian need pandemic election !",liberal,0
negative,economy,joke wait till election . remember spent million ready month get way majority . canada vote one trudeau going make thing worse .,liberal,0
negative,climate problem,@ donmartinctv @ justintrudeau @ erinotoole huh ? ’ seen trudeau give decent answer yet . crushed environmental record .,liberal,0
negative,climate problem,singh : dad soon plan child . . trudeau say want reduce ghg missed target year done little . ndp want reduce subsidy oil sector .,ndp,0
negative,economy,@ coteau @ liberal_party election expensive canadian history . emblematic trudeau ’ leadership . unnecessary waste money,liberal,0
negative,calling election early,"@ justintrudeau ' going vote liberal , man , calling election middle pandemic coalition government working reasonably well dumbest thing could done .",liberal,0
negative,economy,"@ rachaiello @ erinotoole ask trudeau many canadian left behind afghanistan reason . yeah , waste $ million election pandemic . canadian msm make cnn look professional .",liberal,0
negative,others,’ toole deflects always . election reason alberta place . kenney stampede . # nevervoteconservative # # cdnpoli #,conservative,0
negative,calling election early,@ merlinofcanada trudeau concerned needle unwanted vanity election .,liberal,0
negative,scandal,"erin otoole asked secret deal gun lobby , ' answer ... kinda like pierre poilievre oil lobby . leslyn lewis pro-life lobby .",conservative,0
positive,,@ nancy_crouse hope canadian understand justin trudeau ' reason calling snap election . saying sick tired opposition blocking every piece legislation good canadian,liberal,1
negative,others,"erin 'toole jagmeet singh keep saying time election . well , . million canadian voted advance polling seem disagree ! ! # # voteliberalmajority # nevervoteconservative",liberal,0
positive,,time otoole offensive corrupt history trudeau ! # trudeaucrimeminister,liberal,1
positive,,@ donmartinctv @ justintrudeau @ erinotoole justin trudeau man ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! # cdnpoli # # istandwithtrudeau # voteliberal say # # nevervoteconservative,liberal,1
negative,tell lies,# nevervoteconservative # # # nevervoteforacon # nevervoteforotoole otoole danger woman & child .,conservative,0
negative,others,@ asifintoronto @ mustangmadd @ erinotoole forgets begged election month back . @ cpc_hq think canadian stupid ; ' ' vote . # nevervoteconservative # voteliberal,liberal,0
negative,tell lies,bad feeling election . canadian choosing right wing nut job party helped many pandemic . feel sick .,other,0
negative,others,let ' talk # conservative record regarding # indigenous issue shall . # otoole . party ' record quite disgusting . # cdnpoli # # leadersdebate # firstnations # nevervoteconservative # forwardforeveryone,conservative,0
negative,others,canada grossly sick . take away parent love care let child ’ even vote four year term election decide - year future abhorrent disgusting .,other,0
negative,climate problem,least dead british columbia alone wildfire . whole town wiped map . @ justintrudeau surprised environment defining issue canadian election . 🤯,liberal,0
negative,others,’ toole say trust important issue election continues lie canadian regularly . ’ fooled ’ toole ’ lie secret agenda . # cdnpoli # # nevervoteconservative,conservative,0
negative,others,dont trust conservative dont trust erin otoole,conservative,0
negative,others,"record conservative government . , ’ want , . # cdnpoli # # nevervotecpc # dictator # otoole # nevervoteconservative serial abuser power : evidence compiled via @ thetyee",conservative,0
negative,covid ,part hesitation measure alberta ’ toole ? conservative covid getting control people dying fucking election ? wtf ? 😡 # nevervoteconservative # cdnpoli #,conservative,0
negative,climate problem,". trudeau year . take pleasure saying fact , justin trudeau given canada worst record reducing emission . # # debatdeschefs",liberal,0
negative,calling election early,@ liberal_party bad way exited afghanistan insult canadian soldier lost life ? ? ? busy calling election honour sacrifice many canadian afghanistan .,liberal,0
negative,others,@ kinsellawarren trudeau look frustrated . effective .,liberal,0
negative,tell lies,election rugged canada mean ? hell caught election mean nothing ?,other,0
negative,gun control,"otoole asked flip flop removing ban # assaultweapons like ruger mini ( used deadly shooting # , # ecolepolytechnic ) # cdnpoli # polcan # quebec # # # leaf # habs # canuck",conservative,0
negative,economy,@ toadamvaughan @ fcm_online liberal year ! year ! year year - housing crisis ’ appear @ justintrudeau called election ! want vote reacting !,liberal,0
positive,,"@ dose canada really want lie otoole tell , cant get right ! court next saying vote rigged ..... trumpet , vote trudeau , maker country . suffered enough ! get shot .",liberal,1
negative,others,@ l_stone 'toole criticizes trudeau breathing air . least trudeau vaccinated . trudeau reach people . con put ad boxing glove smashing piece glass say `` fight back . otoole campaign camera meet one .,liberal,0
negative,tell lies,"@ canadensismax ' actually feeling good canadian election . alberta , saskatchewan , disaster . far . ' done . level ignorance , stupidity , greed , corruption etc ... astounding . ' traitor jail ?",ppc,0
negative,others,"@ @ jodyvance @ keithbaldrey @ shachikurl totally delusional . worst . moderator . ever . canadian election debate . totally biased , ( guess ? ) cut time . # nevervoteconservative # nevervotecpc",conservative,0
positive,,kinda feeling like canadian getting ‘ pandemic election ’ thing moving ‘ hell wrong # cpc ’ phase . # istandwithtrudeau # # nevervoteconservative,conservative,1
negative,others,@ justintrudeau vanity election bad mental health canadian !,liberal,0
negative,others,@ weekend good cpc . otoole trouble flip flop label stick . nanos showing essentially tie . ' see number move next couple day .,conservative,0
negative,others,@ bowhunterjonny @ adamscotti kinda lie telling people . otoole want bed ? gon kick curb ? ’ pathetic,conservative,0
negative,tell lies,"trudeau ' liar , done last year ? stale , corrupt , liar , divisive , racist .... trudeau liberal minion ...",liberal,0
negative,gun control,"@ davidakin umm , lpc already knew voter want stricter gun control . otoole hammered flip flop poor take .",conservative,0
negative,tell lies,@ bzubyk @ sydb___ @ liberal_party planning steal election . ' level arrogance country leadership @ justintrudeau . million canadian # # purplereign,liberal,0
negative,others,@ happystash fuck really piss election canada ' response . minority gov situation always election ready & like talk election since like january 🙄,other,0
positive,,otoole : ' balance budget year . public viewer : ' dead ' care . result : vote liberal . #,liberal,1
negative,gun control,@ bruce_arthur dont believe anything otoole say banning assault weapon !,conservative,0
negative,others,"@ ivisonj king fear mongering cyniciam election . smearing everyone searching wedge alienate polarize canadian . ' reward , canada . # cdnpoli",conservative,0
negative,calling election early,@ ourbpfamily @ barackobama @ justintrudeau blame justin trudeau . blame liberal party allowing election . blame holding account bad behaviour .,liberal,0
negative,calling election early,"trudeau absent , even invited , election pandemic imposed canadian , illegal covid unsafe rally prof . gosh canada . trudeau dangerous man",liberal,0
negative,tell lies,justin trudeau say protester anti vaccine ! true many fed lie !,liberal,0
positive,,breaking news….otoole announcing right ctv maintain current ban assault automatic weapon . secondly ’ lambasting trudeau rise crime last year look real good,liberal,1
negative,others,hope # otoole # conservative loudly condemn abusive behaviour . awful . ' happening democracy ?,conservative,0
negative,tell lies,trudeau making promise made delivered ? farce . moron . useless . embarrassing .,liberal,0
negative,women reproductive right and racism,@ suzannealma @ inky_mark @ erinotoole otoole display contempt canadian blackfaced former . racist policy # voteppc end apartheid,ppc,0
negative,others,erin otoole running lazy as phone campaign canadian history ?,conservative,0
negative,scandal,@ @ @ erinotoole otoole dangerous fool need call attack dog,conservative,0
negative,others,trudeau desperate debate tonight .. trying recoup ground lost .. pathetic display failed makeup artist ... sad # cdnpoli,liberal,0
negative,others,"@ woodybezan @ dianemarieposts misleading bad lying . agree , otoole leader .",conservative,0
negative,others,"@ davidakin take look alberta , canadian ! premier ontario ' destroying alberta . ' bad , ' hidden away election campaign .",other,0
negative,calling election early,@ @ voter punish trudeau calling unnecessary vanity election . canada many crisis still occurring increasing tax everything bankrupting country grandkids day .,liberal,0
negative,calling election early,canadian taxpayer pay vanity election midlife crisis ? ? fire bum ! # trudeaumustgo,liberal,0
negative,others,"🤦🏼‍♀️ nasty man trudeau . trudeau dismisses pro-freedom protester “ angry , racist misogynistic ” via @ truenorthcentre",liberal,0
negative,others,trudeau destroying 'toole childcare😂 'toole stupid uncomfortable grin ... lol weasel . paul chime stating many men stage clueless😂 ' uni-childcare😂❤,liberal,0
negative,calling election early,trudeau ' vanity election middle worst outbreak one reason ! shut investigation criminal activity # cdnpoli # toronto # onpoli # vanre # bcpoli #,liberal,0
negative,others,many soccer mom trapped afghanistan selfish election & evacuation catastrophe would give everything say `` thank bring canada 'toole `` ? sit ' ! # otooleforpm # womensrights,conservative,0
negative,calling election early,@ @ spiggymoon @ justintrudeau hate canada . hate canadian . country continue die election .,liberal,0
negative,tell lies,'toole full . actually saying trudeau embarrassed canadian ? ? repeat `` middle pandemic `` ? wanted election year ago ! freaking liar !,liberal,0
negative,gun control,@ twilsonottawa listened otoole say would keep last year ban assault style rifle place anyone care explain . wtf,conservative,0
negative,calling election early,"let sink , million dollar spent election . homeless people , vet need help native without clean water . every canadian mad right . heartless asshole .",other,0
negative,healthcare and marijuana,"@ justintrudeau minute threatened canadian withholding healthcare vaccinated minute lost election , shame you . leave one behind",liberal,0
negative,calling election early,"@ bruce_croxon @ globeandmail @ acoyne trudeau punished useless election , unfortunately , man canadian care .",liberal,0
negative,others,@ jim_duffus responsibility pierre trudeau ! half wrecking crew ! pierre started destroying country & @ justintrudeau want finish ! worst history country !,liberal,0
negative,others,"@ sunlorrie like otoole frustrated lgbtq , immigrant , public healthcare , lack assault weapon street , hypocrisy bit different ?",conservative,0
negative,calling election early,absolutely disgusting @ justintrudeau would call election try get majority risk putting canadian health risk . shame,liberal,0
negative,calling election early,@ justintrudeau say called election canadian say handle condemn protesting vaccine . would stop stupid rehearsed answer .,liberal,0
negative,tell lies,"trudeau visit hospital ward violating cove rule ! scumbag ! lilley : trudeau ' photographer post , deletes controversial image .",liberal,0
negative,covid ,canadian forced take experimental jab - trudeau cry 'stop throwing stone ' via @ bitchute,liberal,0
negative,calling election early,"@ kowalskiphotos @ jillianhortonmd @ justintrudeau trudeau forced election pandemic , everybody beef killing canadian wasting million ...",liberal,0
negative,gun control,@ @ justintrudeau trudeau government weak criminal using guns… turn around blame legal gun owner . make sense .,liberal,0
positive,,alright # alberta # liberal . turn ! put money mouth hurt con ! fuck kenney fuck otoole ! rally behind # ndp riding #,ndp,1
negative,others,"blocked someone lying cindy blackstock ’ work advocating indigenous child , holding canadian government accountable failure . low election campaign ? seriously . 😡",other,0
negative,gun control,otoole repeal ban assault weapon # # istandwithtrudeau,liberal,0
negative,calling election early,"canadian rare chance shame : liberal tomorrow election lose seat unnecessary election arrogant justin trudeau dumbest canadian history – september ,",liberal,0
negative,covid ,@ @ glen_mcgregor bad trudeau concerned selfish ego election worrying health million canadian ’ risking .,liberal,0
positive,,"election canadian freedom ! ! ! without freedom , get enslavement want freedom enslavement ? simple . rest dialectic noise distract 'real ' issue - freedom .",other,1
negative,covid ,"erin 'toole blaming trudeau dividing canadian trudeau ' support vaccination . ' seal erin ' demise , hell ? imagine idiot office pandemic ?",liberal,0
positive,,"progressive conservative government unfortunately win canadian federal election tomorrow . unfortunately current liberal government representing canada win $ million election . would vote conservative , worked hard .",liberal,1
negative,tell lies,canada . million mail ballot counted election . could wrong ? # voteppc enough cheating criminal .,ppc,0
negative,tell lies,"@ look crowd surging pole , ’ turn seat , serious problem election fraud . canadian waking liberal marxism destroying everything .",liberal,0
positive,,"last one night ! lookin like ndp need rally behind libs . itll hurt , much con running # sunshinecoast ! # let say # noblue fuck otoole ! deny every seat possible ! # anythingbutconservative",ndp,1
negative,calling election early,hate election . liberal never called . ' much line pitiful attempt majority risk ruining everything canadian .,liberal,0
negative,others,"@ glen_mcgregor 'mon man ... ' bizarre clip .. minute takedown otoole earlier day , nonsense took ... journalist stupid complicit ? !",conservative,0
negative,tell lies,trudeau warns canadian splitting vote dead heat federal election - national | . trudeau liar credibility warn anyone anything . dope stunted child .,liberal,0
negative,calling election early,@ jojofromjerz @ atrupar canadian however easy look maybe terrible hidden agenda called election middle pandemic terrifying fire season wont getting vote,other,0
negative,others,"everyone canadian election fucking suck . trudeau moron , ’ tool neofacist , singh pander liberal ( left ) way hard , ppc irrelevant ’ even remember guy name . ffs , anarchy pls 🙏",ndp,0
negative,others,@ glen_mcgregor @ althiaraj stupid question ask two day election . wth wrong canadian press ?,other,0
negative,economy,@ @ cpc_hq much fool cost canadian ? million vanity election . $ . trillion debt . fake everything mockery . vote conservative . # otooleforpm,conservative,0
negative,scandal,amazing many question otoole gun sexual harassment fiasco kitchener disappeared ! wake canadian msm liberal party ! # trudeaucrimeminister,liberal,0
negative,gun control,"@ @ melissalantsman @ cpc_hq annette , stop taken flip flop con get trouble . seriously noticing ? look otoole ’ different position assault rifle last hour .",conservative,0
negative,climate problem,@ erinotoole erin 'toole parrot petroleum industry bullshit ( blue hydrogen carbon capture ) self-serving singh attack trudeau ' climate record ignores 'toole . country hopeless .,ndp,0
negative,calling election early,"@ canteach @ justintrudeau called unnecessary election . either ' selfish , overconfident got bad advice . canadian ' like selfish decision .",liberal,0
negative,others,best short analysis thus far election . trouble brings politics . deceitful ignores issue hurt canadian . plus fuel anti americanism pathetic .,other,0
negative,climate problem,@ globalnews know otoole going suck big oil dick kill country pollution .,conservative,0
